日期,交通出行,住房条件,基础设施,休闲娱乐,公共安全,环境健康,科技文化,社会公平
2015-7,2.4452617801047127,0.9731818181818181,3.2516666666666674,2.841000000000001,0.3756701030927834,0.10200000000000027,1.1814583333333333,2.1613043478260865
2015-8,0.8244634146341467,0.01322916666666662,,1.3810638297872342,1.2826315789473688,0.03715767634854774,2.5687804878048786,1.1325490196078438
2015-9,0.8899999999999999,-0.33486486486486516,,2.0859459459459466,-1.4808695652173909,0.4020779220779219,1.7117948717948717,0.4443396226415095
2015-10,0.5816666666666666,0.8952564102564105,1.887777777777778,1.7679245283018865,1.9097619047619037,-0.9499719101123597,2.835774647887323,1.864230769230769
2015-11,0.8089371980676321,1.350873786407767,1.44,2.787272727272727,0.7786590038314177,0.31687956204379597,0.6513715710723168,1.9131372549019603
2015-12,-0.42830935251798535,0.28625000000000006,,1.7509550561797764,1.051666666666667,0.07924731182795698,1.6478617710583163,0.1062698412698413
2016-1,0.00983184257602852,0.51754618141715,1.7212790697674405,0.07137700534759345,1.5855571496891463,-0.019115344467640356,1.9971037296037257,0.8685356068204603
2016-2,0.972564102564102,0.6026237623762378,-1.04,2.872599999999999,1.1009090909090906,0.26676470588235307,2.0152702702702703,1.0408196721311471
2016-3,0.09121794871794868,0.3278933333333335,1.5719999999999998,-0.18846153846153843,0.7907851239669415,1.92463190184049,1.9931481481481483,1.9187037037037042
2016-4,1.154910714285714,0.7000000000000001,2.7527272727272725,0.23761732851985556,-1.6625283630470016,-0.394485981308411,2.2771874999999997,-0.22485294117647056
2016-5,0.31583690987124446,1.4022352941176468,2.3207042253521126,1.4958,0.4323333333333334,-0.45345238095238105,0.8178955954323,-0.7047531319086221
2016-6,0.1333333333333334,0.8462566844919788,0.6511764705882355,1.6982258064516127,0.6598461538461541,0.32514150943396225,1.4968933112216651,-0.6190923441199678
2016-7,0.7305393743257831,1.3219347826086973,,1.0090123456790125,0.88199413489736,-0.3284364820846903,1.4879292929292935,1.367181818181818
2016-8,0.34666431593793995,0.751165803108809,,1.4247201492537325,0.37146028037383316,-0.4548717948717949,1.8795815899581585,0.4271511627906975
2016-9,-0.06341648590021684,0.6174325259515575,,1.2437956204379563,-0.7719444444444447,-0.05916967509025235,2.6985443037974695,2.294242424242425
2016-10,0.5073941368078178,0.3270797831138653,1.46,0.16651098901098882,0.4841257367387032,-0.3786466165413534,2.7416083916083966,0.9308695652173914
2016-11,2.329169550173013,0.28653290529695097,0.135,-0.6626666666666666,1.6812287767511567,-0.4920561456752655,1.1133497536945813,1.189553571428571
2016-12,0.4077777777777775,0.9491497005988037,0.19499999999999984,0.7342342342342344,1.3263608326908254,0.27272201786652667,1.8979745493107114,0.766489361702127
2017-1,0.7899146514936017,0.2625231481481482,0.20949999999999996,1.3291653027823258,0.638633606470137,0.23492068243041037,3.2087968662562836,1.1301405152224824
2017-2,0.6566666666666664,0.187209302325581,-0.882,2.0926315789473686,0.6063343558282211,0.6270532915360502,1.6964406779661012,1.4297499999999999
2017-3,0.6775054945054952,0.5774966152179771,1.44,1.1607665505226483,0.6613684210526323,0.3396078431372549,1.6488308018368072,0.9243661971830983
2017-4,0.5125601131541725,1.320955158585485,,1.5923170731707317,0.45692682926829253,1.608307692307693,1.3330375426621186,-0.015816203143893676
2017-5,0.1010765550239236,0.13884244372990348,,2.3705978260869567,0.7928404669260695,0.7010204081632649,2.1868604651162786,2.1496722689075605
2017-6,1.3081811085089838,-0.2228629856850714,0.8633333333333333,1.672330097087378,1.980810810810813,2.5300000000000002,2.403240428790198,0.4932258064516131
2017-7,0.8452991452991453,0.23127272727272738,-4.92,1.6160869565217393,0.2581412639405196,-0.9309090909090909,1.9298195876288669,1.015961538461538
2017-8,0.09557659208261612,0.3817967145790556,1.7844444444444447,1.6972222222222215,0.7951282051282049,-1.4526785714285713,1.3252631578947358,1.8163636363636364
2017-9,1.0420577617328537,-0.33472696245733735,,0.38523584905660363,0.5594623655913982,0.21820895522388054,1.7746994535519125,-0.59
2017-10,1.5629255319148938,0.8417153748411692,0.10166666666666668,1.9164062499999994,-1.4504000000000006,-0.38725000000000037,2.6135632183908046,1.2005241935483868
2017-11,0.34057213930348246,-1.1669018404907978,,1.6550239234449766,1.5064722753346105,0.8619587628865978,2.5847999999999987,0.3785443037974681
2017-12,0.8778156312625253,0.6183027027027028,0.3712499999999999,3.062062256809342,1.6189638554216863,0.24962386511024667,3.2586802030456794,0.3529545454545454
2018-1,-0.4970510510510518,0.9663047808764944,1.44,2.43956937799043,2.0040060240963906,0.7779889042995844,1.129012658227849,0.11109289617486338
2018-2,0.7568733509234834,0.40728395061728384,,1.3098756218905467,-0.017833553500660397,0.23563049853372434,2.083111111111111,0.5020000000000001
2018-3,0.26187969924811993,0.6684163346613546,,1.7269902912621355,1.1168548387096773,0.6980566801619462,1.4495734126984154,1.5519281663516074
2018-4,2.08542427497315,-0.059571428571428546,,-0.038682692307692876,2.1719819819819826,1.2531526104417672,1.621572580645161,1.9646268656716421
2018-5,0.4861184210526317,0.5512832929782089,-1.61,0.81561797752809,-0.39650793650793664,-0.584117647058824,2.765534591194971,1.1529687499999994
2018-6,-1.0593053735255584,0.6545873153779324,3.7836363636363632,2.7394457274826816,2.3930769230769235,0.746287878787879,1.9228715647784602,0.15591817316841053
2018-7,1.582466765140326,0.35403677058353333,,0.8619335347432023,0.4363758389261745,-0.9596551724137928,1.4870961538461556,0.1392307692307692
2018-8,1.6017846460618177,-0.14773495871018477,3.0657142857142854,1.5886008230452662,0.02131086142322096,1.5108333333333333,2.519446254071663,0.20009404388714727
2018-9,-8.094645080949762e-05,0.7334591836734691,1.5519047619047621,0.9535910224438919,0.07135693215339199,0.04400000000000004,1.6244948849104834,0.9800426439232418
2018-10,-1.6864705882352942,1.6336842105263163,,2.9280327868852467,1.3288888888888886,4.51,0.5705882352941176,4.79
