日期,交通出行,住房条件,基础设施,休闲娱乐,公共安全,环境健康,科技文化,社会公平
2015-7,0.32798288012352167,0.33336886282509753,0.17102675672289266,0.2230057587172417,0.3063887911482313,0.34017472783048636,0.3320812195886856,0.3048115576511976
2015-8,0.3333647727127883,0.34578995212469876,,0.34479409318824233,0.32819080529223027,0.3337939286737731,0.2991901732278277,0.3126784368131635
2015-9,0.330249148371347,0.3421017622357648,,0.30022208996558414,0.32102264335932307,0.34311172507886856,0.3210415509912821,0.31912937510538325
2015-10,0.33427203609881434,0.33569314806959766,0.19067103724594475,0.3149458047695584,0.08562552847484785,0.3299739682314307,0.21851627346864524,0.26821423586334614
2015-11,0.32729860525092785,0.30403753320276405,,0.2228357400540913,0.31261143432575444,0.33394036523446335,0.3535413583913827,0.3183305508553069
2015-12,0.33653007872719615,0.33591909725507163,,0.3323005189507544,0.3387723946382833,0.33562001974833405,0.3590634827579775,0.36918237935892234
2016-1,0.3330609671004572,0.3347008080223704,0.2936890631267593,0.368562486309152,0.3026217245323861,0.3445159467115394,0.3181848877190831,0.3607008998832217
2016-2,0.3432685475775025,0.3555374367814849,,0.2925165134009444,0.21730782523666953,0.3239356137045806,0.3043404826777401,0.29016100674636774
2016-3,0.3598438970325832,0.3481008687998064,0.29378342363040155,0.349578568257002,0.36085111185994434,0.3118066711591169,0.3163091198215183,0.2774344081105187
2016-4,0.3413068682255615,0.3599616298996325,0.2635280216254396,0.33403897560909246,0.32973505341492926,0.34796012658264813,0.3143013998691024,0.37931479828556613
2016-5,0.33423680833088154,0.3495574719782723,0.29768873120107286,0.3095903211322594,0.3006120977827296,0.33659909635023977,0.35452824185091936,0.3715001959517347
2016-6,0.32658049928129895,0.34643603912600673,0.2686675048531044,0.34026159291477964,0.32028149202633516,0.31727943757035826,0.35039050544723976,0.3568237099767137
2016-7,0.31709591946539983,0.32877936188679796,,0.36187766671458,0.32097341121273154,0.3394601658993272,0.33792017281967973,0.3325171481214601
2016-8,0.36155531979854105,0.3538079226275039,,0.31018797912385593,0.33458108702834694,0.32489065948528395,0.3295017621251271,0.33633011700770876
2016-9,0.3551961354783213,0.3399109013803836,,0.3303572738759478,0.3603598268795516,0.32858285209009364,0.2756332333218491,0.2693378489814222
2016-10,0.3334282069323499,0.33515408802406516,0.29691588952857584,0.3591552941494715,0.3352444206454078,0.3486785178606481,0.2802252260974203,0.3719555926661152
2016-11,0.2923833813517722,0.34512931540891373,0.327804819976766,0.3953976976231833,0.2964195001082267,0.34526781752007196,0.3703119451772583,0.36812038738798775
2016-12,0.31566809643585775,0.30975315259576436,0.6795296167202722,0.32211803453645393,0.32443322401557684,0.3381192235858437,0.3096398708017409,0.3642132777700689
2017-1,0.32679030887853183,0.3557566657203805,0.2838211955662078,0.32980682739392997,0.3291340588073372,0.34582080569658863,0.24127891692344156,0.33973762000565433
2017-2,0.3067835516493386,0.32860326492471914,0.27920010744983603,0.2996631162980053,0.34104086495391805,0.3586729484714753,0.29103440741673325,0.3093569473699854
2017-3,0.3366285316027548,0.3526039899764998,0.0,0.28748581183348043,0.3306013958265999,0.36051368688494,0.3303600018886895,0.34312697368164646
2017-4,0.3522925617952346,0.3375812261306941,,0.33490408793867643,0.34879933862131757,0.33565316777659276,0.3394200196946087,0.3447869947081672
2017-5,0.337828905923492,0.35695112990163824,,0.26801206144715106,0.3511825350278119,0.3514781889611071,0.3206444709396781,0.3229355336462342
2017-6,0.34037007274691583,0.3538468925425898,0.2825340097522185,0.29997771825369957,0.29687876181338774,0.22670391850752528,0.13400643957063263,0.34594661125873966
2017-7,0.3297107972403237,0.3394164399799737,,0.28609005879116184,0.34671017152702194,0.3362007491409615,0.32608390858174324,0.29241198904961196
2017-8,0.32407759638708206,0.3467670648780923,0.3986110607820332,0.3028673840307223,0.379015847607722,0.3014826086388539,0.3165714059316842,0.3049314493639329
2017-9,0.3165028176647143,0.3499204301693017,,0.288296507468209,0.2976322273045171,0.34165084101588333,0.29726394813529955,
2017-10,0.32682308833257645,0.33934299986189,0.3124148853784989,0.2710987771975954,0.3174425119405037,0.3191726519628621,0.24833077312100982,0.31140041732976426
2017-11,0.34970765733138964,0.3621568377672784,,0.37594364763375404,0.3405854048784675,0.3614282328247447,0.28352546110847643,0.37355305263524874
2017-12,0.2866552411694597,0.34235436179407625,0.25450592892336094,0.2687615118903551,0.3216546918030803,0.3569435728064081,0.23904336962914993,0.359876486900705
2018-1,0.3085652964794819,0.3544268932226391,,0.3178909964700662,0.27631741959973904,0.33902753699141086,0.34588616840783853,0.3446210358057416
2018-2,0.34193376676777004,0.34828193712259176,,0.3318057334234832,0.2753925156192466,0.33817225811719503,0.3067570368393151,0.43140786137614934
2018-3,0.35156121822125264,0.3542609312322325,,0.3099555260618902,0.3050965825203842,0.3185767505136406,0.33219023570357514,0.3176253937921757
2018-4,0.31761009618394037,0.35956285284968814,,0.34429677105246753,0.3009708519979882,0.33192294899941294,0.3343725095903957,0.3061409028119097
2018-5,0.35184049760207475,0.352175005388969,0.33575288531895,0.3153197430222426,0.3478154986186857,0.36722073388666515,0.2596864589849492,0.3918980949372887
2018-6,0.3476165363205037,0.33519449226271525,0.13127777628164847,0.2584787703051956,0.2840320027240391,0.33981926955195596,0.32766458324183456,0.34853700478487015
2018-7,0.3051737302402207,0.3408916017071534,,0.3563832871356751,0.3652465885806445,0.38860859271508247,0.3351720610442775,0.45308800865807913
2018-8,0.30410453452554354,0.36614611535100866,0.19659465186738204,0.2940394309505313,0.38578560805634315,0.3159540303198589,0.2890164301966825,0.3513090567725217
2018-9,0.3538133578313044,0.3098723051338095,0.19375370814330226,0.3155264878224096,0.3452944278263199,0.3389764331369103,0.31396730456573063,0.35028437162884846
2018-10,0.34853012309933595,0.3310733739631872,,0.23862046710708698,0.3917723970765566,,0.2910944802550155,
